#,Name,Difficult,Priority,Status,Tags,link,source,practicedTimes
1944,Number of Visible People in a Queue,Hard,High,No Idea At First,"Array, monotonic, stack",https://leetcode.com/problems/number-of-visible-people-in-a-queue/description/,ticktokFreq,
2060,Check if an Original String Exists Given Two Encoded Strings,Hard,High,"HardToImplement, No Idea At First, toRevisit","DP, recursion, string",https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/description/,facebookFreq,
395,Longest Substring with At Least K Repeating Characters,Medium,High,"More Solution, No Idea At First","Divide and Conquer, Hash, Sliding Window, string",https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/description/,ticktokFreq,
2365,Task Scheduler II,Medium,Medium,HardToImplement,"Array, Hash, simulation",https://leetcode.com/problems/task-scheduler-ii/description/,facebookFreq,
825,Friends Of Appropriate Ages,Medium,High,"More Solution, No Idea At First","2pt, Array, BS_todo, Sort",https://leetcode.com/problems/friends-of-appropriate-ages/description/,facebookFreq,
398,Random Pick Index,Medium,Medium,More Solution,"Hash, Math, Random, ReservoirSampling",https://leetcode.com/problems/random-pick-index/description/,facebookFreq,
1541,Minimum Insertions to Balance a Parentheses String,Medium,High,"HardToImplement, No Idea At First","Greedy, stack, string",https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/description/,facebookFreq,
1868,Product of Two Run-Length Encoded Arrays,Medium,Medium,,"2pt, Array",https://leetcode.com/problems/product-of-two-run-length-encoded-arrays/,facebookFreq,
1358,Number of Substrings Containing All Three Characters,Medium,High,"HardToImplement, No Idea At First","2pt_SameDir_minWin_chkValidAftR, Hash, string",https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,facebookFreq,
1123,Lowest Common Ancestor of Deepest Leaves,Medium,Medium,More Solution,"BFS, DFS, Hash, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/description/,facebookFreq,
1522,Diameter of N-Ary Tree,Medium,Medium,HardToImplement,"DFS, Tree",https://leetcode.com/problems/diameter-of-n-ary-tree/description/,facebookFreq,
1344,Angle Between Hands of a Clock,Medium,Low,,Math,https://leetcode.com/problems/angle-between-hands-of-a-clock/description/,facebookFreq,
958,Check Completeness of a Binary Tree,Medium,High,"More Solution, No Idea At First","BFS, DFS, Tree",https://leetcode.com/problems/check-completeness-of-a-binary-tree/description/,facebookFreq,
424,Longest Repeating Character Replacement,Medium,Medium,No Idea At First,"2pt_SameDir_maxWin_chkValidBfrR, Hash, string",https://leetcode.com/problems/longest-repeating-character-replacement/description/,facebookFreq,
2597,The Number of Beautiful Subsets,Medium,High,"HardToImplement, More Solution, No Idea At First, toRevisit, toSummarize","Array, BackTracking, DP",https://leetcode.com/problems/the-number-of-beautiful-subsets/description/,facebookFreq,
545,Boundary of Binary Tree,Medium,Medium,,"DFS, Tree",https://leetcode.com/problems/boundary-of-binary-tree/description/,facebookFreq,
310,Minimum Height Trees,Medium,High,"No Idea At First, toSummarize","Graph, TopSorting, Tree",https://leetcode.com/problems/minimum-height-trees/description/,facebookFreq,
223,Rectangle Area,Medium,Low,,"Geometry, Math",https://leetcode.com/problems/rectangle-area/description/,facebookFreq,
529,Minesweeper,Medium,Low,,"BFS, DFS, Matrix",https://leetcode.com/problems/minesweeper/description/,facebookFreq,
2235,Add Two Integers,Easy,Pass,,Math,https://leetcode.com/problems/add-two-integers/description/,microsoftFreq,
1189,Maximum Number of Balloons,Easy,Pass,,"Counting, Hash, string",https://leetcode.com/problems/maximum-number-of-balloons/description/,microsoftFreq,
697,Degree of an Array,Easy,Low,,"Array, Hash",https://leetcode.com/problems/degree-of-an-array/description/,walmartFreq,
716,Max Stack,Hard,Medium,HardToImplement,"Design, LinkedList, OrderMap, stack",https://leetcode.com/problems/max-stack/,walmartFreq,
2472,Maximum Number of Non-overlapping Palindrome Substrings,Hard,High,"Dig More, HardToImplement, More Solution, No Idea At First","DP, string",https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/description/,walmartFreq,
1260,Shift 2D Grid,Easy,Low,,"Math, Matrix",https://leetcode.com/problems/shift-2d-grid/description/,microsoftFreq,
1971,Find if Path Exists in Graph,Medium,Low,More Solution,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/find-if-path-exists-in-graph/description/,microsoftFreq,
2236,Root Equals Sum of Children,Easy,Pass,,Tree,https://leetcode.com/problems/root-equals-sum-of-children/description/,microsoftFreq,
974,Subarray Sums Divisible by K,Medium,Low,,"Array, Hash, Prefix",https://leetcode.com/problems/subarray-sums-divisible-by-k/submissions/1118757245/,microsoftFreq,
402,Remove K Digits,Medium,High,"No Idea At First, toSummarize","Greedy, monotonic, stack, string",https://leetcode.com/problems/remove-k-digits/description/,microsoftFreq,
456,132 Pattern,Medium,High,"Dig More, No Idea At First, toSummarize","Array, BS_todo, OrderSet, SegmentTree_todo, monotonic, stack",https://leetcode.com/problems/132-pattern/description/,microsoftFreq,
473,Matchsticks to Square,Medium,High,"More Solution, No Idea At First, toSummarize","Array, BackTracking, Bit Manipulation, BitMask, DP",https://leetcode.com/problems/matchsticks-to-square/description/,microsoftFreq,
1405,Longest Happy String,Medium,High,"More Solution, No Idea At First, toRevisit","Greedy, PQ, recursion, string",https://leetcode.com/problems/longest-happy-string/description/,microsoftFreq,
2384,Largest Palindromic Number,Medium,Low,,"Greedy, Hash, string",https://leetcode.com/problems/largest-palindromic-number/description/,microsoftFreq,0
2850,Minimum Moves to Spread Stones Over Grid,Medium,High,"More Solution, No Idea At First","BFS, BackTracking, DFS, DP, Matrix, recursion",https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid/description/,microsoftFreq,
2007,Find Original Array From Doubled Array,Medium,Medium,More Solution,"Array, Greedy, Hash, OrderMap, OrderSet, Sort",https://leetcode.com/problems/find-original-array-from-doubled-array/description/,microsoftFreq,
2028,https://leetcode.com/problems/find-missing-observations/,Medium,Low,,"Array, Math, simulation",https://leetcode.com/problems/find-missing-observations/description/,microsoftFreq,
2251,Number of Flowers in Full Bloom,Hard,Medium,More Solution,"Array, BS_lower_upper_bound, Hash, OrderSet, Prefix, Sort",https://leetcode.com/problems/number-of-flowers-in-full-bloom/description/,microsoftFreq,
1120,Maximum Average Subtree,Medium,Pass,,"DFS, Tree",https://leetcode.com/problems/maximum-average-subtree/description/,leetcode_daily,
1360,Number of Days Between Two Dates,Easy,Medium,HardToImplement,"Math, string",https://leetcode.com/problems/number-of-days-between-two-dates/,googleFreq,
2345,Finding the Number of Visible Mountains,Medium,Medium,"HardToImplement, More Solution","Array, Sort, monotonic, stack",https://leetcode.com/problems/finding-the-number-of-visible-mountains/,googleFreq,
2458,Height of Binary Tree After Subtree Removal Queries,Hard,High,"HardToImplement, No Idea At First, checkBetterSolution","Array, BFS, DFS, Tree",https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/description/,googleFreq,
2437,Number of Valid Clock Times,Easy,Pass,,"simulation, string",https://leetcode.com/problems/number-of-valid-clock-times/description/,googleFreq,
1136,Parallel Courses,Medium,Low,,"Graph, TopSorting",https://leetcode.com/problems/parallel-courses/description/,googleFreq,
2965,Find Missing and Repeated Values,Easy,Low,More Solution,"Hash, Matrix, circle",https://leetcode.com/problems/find-missing-and-repeated-values/description/,LC_Contests,
2966,Divide Array Into Arrays With Max Difference,Medium,Low,,"Array, Sliding Window, Sort",https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/description/,LC_Contests,
2967,Minimum Cost to Make Array Equalindromic,Medium,High,HardToImplement,"Sort, median",https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/description/,LC_Contests,
2968,Apply Operations to Maximize Frequency Score,Hard,High,HardToImplement,"Sliding Window, Sort, median",https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/description/,LC_Contests,
2404,Meeting Rooms III,Hard,High,"CalcuComplexity, HardToImplement, checkBetterSolution","Array, PQ, Sort, queue, simulation",https://leetcode.com/problems/meeting-rooms-iii/,googleFreq,
1494,Parallel Courses II,Hard,High,"HardToImplement, No Idea At First, toSummarize","Bit Manipulation, BitMask, DP, Graph",https://leetcode.com/problems/parallel-courses-ii/description/,googleFreq,
2035,Partition Array Into Two Arrays to Minimize Sum Difference,Hard,High,"Dig More, HardToImplement, No Idea At First, out of scope, toSummarize, todo","2pt, Array, BS_todo, Bit Manipulation, BitMask, DP, OrderSet",https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/description/,googleFreq,
564,Find the Closest Palindrome,Hard,Medium,checkBetterSolution,"Math, string",https://leetcode.com/problems/find-the-closest-palindrome/description/,googleFreq,
493,Reverse Pairs,Hard,High,"out of scope, toSummarize, todo","Array, BS_todo, BinaryIndexedTree, Divide and Conquer, MergeSort, OrderSet, SegmentTree_todo",https://leetcode.com/problems/reverse-pairs/description/,googleFreq,
1036,Escape a Large Maze,Hard,Medium,No Idea At First,"Array, BFS, Brainteaser, DFS, Hash",https://leetcode.com/problems/escape-a-large-maze/,googleFreq,
1074,Number of Submatrices That Sum to Target,Hard,Medium,,"Hash, Matrix, Prefix",https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/description/,googleFreq,
834,Sum of Distances in Tree,Hard,High,"Dig More, No Idea At First, toRevisit","DFS, DP, Graph, ReRoot, Tree",https://leetcode.com/problems/sum-of-distances-in-tree/description/,googleFreq,
2088,Count Fertile Pyramids in a Land,Hard,Medium,"No Idea At First, checkBetterSolution","Array, DP, Matrix",https://leetcode.com/problems/count-fertile-pyramids-in-a-land/,googleFreq,
939,Minimum Area Rectangle,Medium,Medium,"More Solution, No Idea At First","Array, Geometry, Hash, Math, Sort",https://leetcode.com/problems/minimum-area-rectangle/description/,googleFreq,
365,Water and Jug Problem,Medium,High,"More Solution, No Idea At First","BFS, DFS, Math",https://leetcode.com/problems/water-and-jug-problem/description/,googleFreq,
2116,Check if a Parentheses String Can Be Valid,Medium,High,No Idea At First,"Greedy, stack, string",https://leetcode.com/problems/check-if-a-parentheses-string-can-be-valid/description/,googleFreq,
556,Next Greater Element III,Medium,Medium,,"2pt, Math, monotonic, string",https://leetcode.com/problems/next-greater-element-iii/description/,googleFreq,
949,Largest Time for Given Digits,Medium,Medium,"More Solution, No Idea At First, toSummarize","Permutation, simulation, string",https://leetcode.com/problems/largest-time-for-given-digits/description/,googleFreq,
1834,Single-Threaded CPU,Medium,Medium,"Dig More, HardToImplement","Array, PQ, Sort",https://leetcode.com/problems/single-threaded-cpu/description/,googleFreq,
1386,Cinema Seat Allocation,Medium,Medium,HardToImplement,"Array, Bit Manipulation, Greedy, Hash",https://leetcode.com/problems/cinema-seat-allocation/description/,googleFreq,
904,Fruit Into Baskets,Medium,Medium,toSummarize,2pt_SameDir_maxWin_chkValidAftR,https://leetcode.com/problems/fruit-into-baskets/description/,googleFreq,
1401,Circle and Rectangle Overlapping,Medium,Medium,No Idea At First,"Geometry, Math",https://leetcode.com/problems/circle-and-rectangle-overlapping/description/,googleFreq,
1007,Minimum Domino Rotations For Equal Row,Medium,Medium,"More Solution, checkBetterSolution","Array, Greedy",https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/description/,googleFreq,
2131,Longest Palindrome by Concatenating Two Letter Words,Medium,Medium,"HardToImplement, More Solution","Array, Counting, Greedy, Hash, string",https://leetcode.com/problems/longest-palindrome-by-concatenating-two-letter-words/description/,googleFreq,
247,Strobogrammatic Number II,Medium,Medium,toSummarize,"Array, BackTracking, recursion, string",https://leetcode.com/problems/strobogrammatic-number-ii/description/,googleFreq,
1062,Longest Repeating Substring,Medium,High,"More Solution, No Idea At First, checkBetterSolution","BS_todo, DP, Hash, Prefix, RollingHash, string",https://leetcode.com/problems/longest-repeating-substring/description/,googleFreq,
2863,Maximum Length of Semi-Decreasing Subarrays,Medium,High,"No Idea At First, toSummarize","Array, Hash, Sort",https://leetcode.com/problems/maximum-length-of-semi-decreasing-subarrays/description/,googleFreq,
1509,Minimum Difference Between Largest and Smallest Value in Three Moves,Medium,Low,,"Array, Greedy, Sort",https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/description/,googleFreq,
413,Arithmetic Slices,Medium,Low,More Solution,"Array, DP",https://leetcode.com/problems/arithmetic-slices/description/,googleFreq,
1254,Number of Closed Islands,Medium,Pass,,"BFS, DFS, Matrix, Union Find",https://leetcode.com/problems/number-of-closed-islands/description/,googleFreq,
2091,Removing Minimum and Maximum From Array,Medium,Low,,"Array, Greedy",https://leetcode.com/problems/removing-minimum-and-maximum-from-array/description/,googleFreq,
362,Design Hit Counter,Medium,Low,More Solution,"Array, BS_todo, Design, Hash, queue",https://leetcode.com/problems/design-hit-counter/description/,googleFreq,
833,https://leetcode.com/problems/find-and-replace-in-string/,Medium,Low,More Solution,"Array, Hash, Sort, string",https://leetcode.com/problems/find-and-replace-in-string/description/,googleFreq,
1929,Concatenation of Array,Easy,Pass,,Array,https://leetcode.com/problems/concatenation-of-array/description/,googleFreq,
1572,Matrix Diagonal Sum,Easy,Pass,,Matrix,https://leetcode.com/problems/matrix-diagonal-sum/,googleFreq,
1512,Number of Good Pairs,Easy,Pass,,"Array, Counting, Hash, Math",https://leetcode.com/problems/number-of-good-pairs/description/,googleFreq,
1480,1480. Running Sum of 1d Array,Easy,Pass,,"Array, Prefix",https://leetcode.com/problems/running-sum-of-1d-array/description/,googleFreq,
1365,How Many Numbers Are Smaller Than the Current Number,Easy,Pass,,"Array, Counting, Hash, Sort",https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/description/,googleFreq,
441,Arranging Coins,Easy,Pass,,"BS_Val, Math",https://leetcode.com/problems/arranging-coins/description/,googleFreq,
485,Max Consecutive Ones,Easy,Low,,"Array, Contribution",https://leetcode.com/problems/max-consecutive-ones/description/,googleFreq,
896,Monotonic Array,Easy,Pass,,Array,https://leetcode.com/problems/monotonic-array/description/,googleFreq,
832,Flipping an Image,Easy,Pass,,"2pt, Array, Bit Manipulation, Matrix, simulation",https://leetcode.com/problems/flipping-an-image/,googleFreq,
897,Increasing Order Search Tree,Easy,Low,,"BFS, DFS, Tree, stack",https://leetcode.com/problems/increasing-order-search-tree/description/,googleFreq,
