#,Name,Difficult,Priority,Status,Tags,link,source,Last edited time,Created time,practicedTimes,related
2825,Make String a Subsequence Using Cyclic Increments,Medium,Medium,,"2pt, string",https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/description/,AmazonFreq,"November 23, 2023 4:09 AM","November 23, 2023 4:09 AM",,
2357,Make Array Zero by Subtracting Equal Amounts,Easy,Pass,More Solution,"Array, Greedy, Hash, PQ, Sort, simulation",https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/description/,AmazonFreq,"November 23, 2023 4:59 PM","November 23, 2023 4:58 PM",,
2262,Total Appeal of A String,Hard,Medium,,"DP, Hash, string",https://leetcode.com/problems/total-appeal-of-a-string/description/,AmazonFreq,"November 23, 2023 5:27 PM","November 23, 2023 5:26 PM",,
1420,Build Array Where You Can Find The Maximum Exactly K Comparisons,Hard,High,"Dig More, HardToImplement, No Idea At First, toSummarize","DP, Prefix",https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/description/,AmazonFreq,"November 24, 2023 3:39 PM","November 24, 2023 3:36 PM",,
2607,Make K-Subarray Sums Equal,Medium,High,"Dig More, No Idea At First","Array, Math, QuickSelect, Sort, kth",https://leetcode.com/problems/make-k-subarray-sums-equal/description/,AmazonFreq,"November 25, 2023 9:37 PM","November 25, 2023 9:36 PM",,
1561,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/,Medium,Medium,,"Array, Game, Greedy, Math, Sort",https://leetcode.com/problems/maximum-number-of-coins-you-can-get/,leetcode_daily,"November 26, 2023 11:57 PM","November 26, 2023 11:56 PM",,
1685,Sum of Absolute Differences in a Sorted Array,Medium,Low,,"Array, Math, Prefix",https://leetcode.com/problems/sum-of-absolute-differences-in-a-sorted-array/,leetcode_daily,"November 27, 2023 12:18 AM","November 27, 2023 12:18 AM",,
2147,Number of Ways to Divide a Long Corridor,Hard,,todo,,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/,leetcode_daily,"November 28, 2023 8:28 PM","November 28, 2023 8:27 PM",,
1570,Dot Product of Two Sparse Vectors,Medium,Medium,,"2pt, Array, Design, Hash",https://leetcode.com/problems/dot-product-of-two-sparse-vectors/,facebookFreq,"November 29, 2023 11:59 PM","November 29, 2023 11:58 PM",,
1662,Check If Two String Arrays are Equivalent,Easy,Low,,"Array, string",https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/,leetcode_daily,"November 30, 2023 7:11 PM","November 30, 2023 7:11 PM",,
1099,Two Sum Less Than K,Easy,Low,,"2pt, Array, BS_todo, Sort",https://leetcode.com/problems/two-sum-less-than-k/,leetcode_daily,"November 30, 2023 7:17 PM","November 30, 2023 7:16 PM",,
791,Custom Sort String,Medium,Low,,"Hash, Sort, string",https://leetcode.com/problems/custom-sort-string/description/,facebookFreq,"December 2, 2023 4:00 PM","December 2, 2023 4:00 PM",,
938,Range Sum of BST,Easy,Low,,"BST, DFS, Tree",https://leetcode.com/problems/range-sum-of-bst/description/,facebookFreq,"December 2, 2023 4:09 PM","December 2, 2023 4:08 PM",,
249,Group Shifted Strings,Medium,Low,,"Array, Hash, string",https://leetcode.com/problems/group-shifted-strings/,facebookFreq,"December 2, 2023 4:21 PM","December 2, 2023 4:20 PM",,
766,Toeplitz Matrix,Easy,Medium,,"Matrix, matrix-diagTraverse",https://leetcode.com/problems/toeplitz-matrix/description/,facebookFreq,"December 2, 2023 6:23 PM","December 2, 2023 6:23 PM",,
523,Continuous Subarray Sum,Medium,High,No Idea At First,"Array, Hash, Math, Prefix",https://leetcode.com/problems/continuous-subarray-sum/description/,facebookFreq,"December 3, 2023 1:29 AM","December 3, 2023 1:15 AM",,
670,Maximum Swap,Medium,Medium,,"Greedy, Math, string",https://leetcode.com/problems/maximum-swap/description/,facebookFreq,"December 3, 2023 1:43 AM","December 3, 2023 1:42 AM",,
921,Minimum Add to Make Parentheses Valid,Medium,Low,,"Greedy, stack, string",https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/description/,facebookFreq,"December 3, 2023 1:49 AM","December 3, 2023 1:46 AM",,
708,Insert into a Sorted Circular Linked List,Medium,Medium,HardToImplement,LinkedList,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/description/,facebookFreq,"December 3, 2023 2:23 AM","December 3, 2023 2:22 AM",,
296,Best Meeting Point,Hard,High,No Idea At First,"Array, Math, Matrix, Sort, median",https://leetcode.com/problems/best-meeting-point/description/,facebookFreq,"December 16, 2023 8:11 PM","December 3, 2023 3:39 PM",,"Minimum Cost to Make Array Equalindromic (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Minimum%20Cost%20to%20Make%20Array%20Equalindromic%200d794d6bb11644538cb2293d38e6dc64.csv), Apply Operations to Maximize Frequency Score (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Apply%20Operations%20to%20Maximize%20Frequency%20Score%20f642fd9d465b424da0c3f6d8d3255af7.csv)"
1047,Remove All Adjacent Duplicates In String,Easy,Pass,,"stack, string",https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/description/,facebookFreq,"December 3, 2023 3:46 PM","December 3, 2023 3:46 PM",,
706,Design HashMap,Easy,Low,,"Array, Design, Hash, LinkedList",https://leetcode.com/problems/design-hashmap/description/,facebookFreq,"December 3, 2023 4:10 PM","December 3, 2023 4:09 PM",,
1331,Rank Transform of an Array,Easy,Low,toRevisit,"Array, Hash, Sort",https://leetcode.com/problems/rank-transform-of-an-array/description/,facebookFreq,"December 3, 2023 4:36 PM","December 3, 2023 4:35 PM",,
367,Valid Perfect Square,Easy,Low,,"BS_Val, Math",https://leetcode.com/problems/valid-perfect-square/description/,facebookFreq,"December 3, 2023 4:46 PM","December 3, 2023 4:45 PM",,
1539,Kth Missing Positive Number,Easy,High,"HardToImplement, More Solution, No Idea At First, toRevisit","Array, BS_todo",https://leetcode.com/problems/kth-missing-positive-number/description/,facebookFreq,"December 3, 2023 7:15 PM","December 3, 2023 6:50 PM",,
270,Closest Binary Search Tree Value,Easy,Low,,"BST, BS_todo, DFS, Tree",https://leetcode.com/problems/closest-binary-search-tree-value/description/,facebookFreq,"December 3, 2023 6:59 PM","December 3, 2023 6:58 PM",,
953,Verifying an Alien Dictionary,Easy,Low,,"Array, Hash, string",https://leetcode.com/problems/verifying-an-alien-dictionary/,facebookFreq,"December 3, 2023 7:14 PM","December 3, 2023 7:14 PM",,
2951,Find the Peaks,Easy,Pass,,Array,https://leetcode.com/problems/find-the-peaks/description/,LC_Contests,"December 4, 2023 12:01 PM","December 4, 2023 12:01 PM",,
2952,Minimum Number of Coins to be Added,Medium,High,"No Idea At First, todo",,https://leetcode.com/problems/minimum-number-of-coins-to-be-added/description/,LC_Contests,"December 4, 2023 12:02 PM","December 4, 2023 12:01 PM",,
2953,Count Complete Substrings,Medium,High,"No Idea At First, todo",,https://leetcode.com/problems/count-complete-substrings/,LC_Contests,"December 4, 2023 12:03 PM","December 4, 2023 12:02 PM",,
2954,Count the Number of Infection Sequences,Hard,,todo,,https://leetcode.com/problems/count-the-number-of-infection-sequences/description/,LC_Contests,"December 4, 2023 12:03 PM","December 4, 2023 12:03 PM",,
317,Shortest Distance from All Buildings,Hard,Medium,"More Solution, toSummarize","BFS, Matrix",https://leetcode.com/problems/shortest-distance-from-all-buildings/description/,facebookFreq,"December 4, 2023 9:55 PM","December 4, 2023 9:53 PM",,
269,Alien Dictionary,Hard,High,HardToImplement,"Array, BFS, DFS, Graph, TopSorting, string",https://leetcode.com/problems/alien-dictionary/description/,facebookFreq,"December 4, 2023 11:06 PM","December 4, 2023 11:05 PM",,
666,Path Sum IV,Medium,Medium,HardToImplement,"Array, DFS, Hash, Tree",https://leetcode.com/problems/path-sum-iv/description/,ticktokFreq,"December 5, 2023 5:07 PM","December 5, 2023 5:06 PM",,
1345,https://leetcode.com/problems/jump-game-iv/,Hard,Medium,CalcuComplexity,"Array, BFS, Hash",https://leetcode.com/problems/jump-game-iv/description/,ticktokFreq,"December 5, 2023 8:24 PM","December 5, 2023 8:23 PM",,
418,Sentence Screen Fitting,Medium,High,"HardToImplement, todo","DP, simulation, string",https://leetcode.com/problems/sentence-screen-fitting/description/,ticktokFreq,"December 6, 2023 3:49 AM","December 6, 2023 3:39 AM",,
333,Largest BST Subtree,Medium,Low,More Solution,"BST, DFS, DP, Tree",https://leetcode.com/problems/largest-bst-subtree/description/,ticktokFreq,"December 6, 2023 3:59 AM","December 6, 2023 3:57 AM",,
2217,Find Palindrome With Fixed Length,Medium,Low,,"Array, Math",https://leetcode.com/problems/find-palindrome-with-fixed-length/description/,ticktokFreq,"December 6, 2023 3:45 PM","December 6, 2023 3:44 PM",,
1209,Remove All Adjacent Duplicates in String II,Medium,Medium,"More Solution, toRevisit","2pt, stack, string",https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/description/,ticktokFreq,"December 6, 2023 4:07 PM","December 6, 2023 4:06 PM",,
1944,Number of Visible People in a Queue,Hard,High,No Idea At First,"Array, monotonic, stack",https://leetcode.com/problems/number-of-visible-people-in-a-queue/description/,ticktokFreq,"December 6, 2023 4:58 PM","December 6, 2023 4:57 PM",,
2060,Check if an Original String Exists Given Two Encoded Strings,Hard,High,"HardToImplement, No Idea At First, toRevisit","DP, recursion, string",https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/description/,facebookFreq,"December 6, 2023 6:56 PM","December 6, 2023 6:53 PM",,
395,Longest Substring with At Least K Repeating Characters,Medium,High,"More Solution, No Idea At First","Divide and Conquer, Hash, Sliding Window, string",https://leetcode.com/problems/longest-substring-with-at-least-k-repeating-characters/description/,ticktokFreq,"December 7, 2023 2:20 PM","December 7, 2023 2:19 PM",,
2365,Task Scheduler II,Medium,Medium,HardToImplement,"Array, Hash, simulation",https://leetcode.com/problems/task-scheduler-ii/description/,facebookFreq,"December 8, 2023 12:34 PM","December 8, 2023 12:33 PM",,
825,Friends Of Appropriate Ages,Medium,High,"More Solution, No Idea At First","2pt, Array, BS_todo, Sort",https://leetcode.com/problems/friends-of-appropriate-ages/description/,facebookFreq,"December 8, 2023 1:02 PM","December 8, 2023 1:01 PM",,
398,Random Pick Index,Medium,Medium,More Solution,"Hash, Math, Random, ReservoirSampling",https://leetcode.com/problems/random-pick-index/description/,facebookFreq,"December 8, 2023 1:28 PM","December 8, 2023 1:07 PM",,
1541,Minimum Insertions to Balance a Parentheses String,Medium,High,"HardToImplement, No Idea At First","Greedy, stack, string",https://leetcode.com/problems/minimum-insertions-to-balance-a-parentheses-string/description/,facebookFreq,"December 8, 2023 1:40 PM","December 8, 2023 1:30 PM",,
1868,Product of Two Run-Length Encoded Arrays,Medium,Medium,,"2pt, Array",https://leetcode.com/problems/product-of-two-run-length-encoded-arrays/,facebookFreq,"December 8, 2023 2:48 PM","December 8, 2023 2:48 PM",,
1358,Number of Substrings Containing All Three Characters,Medium,High,"HardToImplement, No Idea At First","2pt_SameDir_minWin_chkValidAftR, Hash, string",https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,facebookFreq,"December 8, 2023 3:20 PM","December 8, 2023 3:08 PM",,
1123,Lowest Common Ancestor of Deepest Leaves,Medium,Medium,More Solution,"BFS, DFS, Hash, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/description/,facebookFreq,"December 8, 2023 3:32 PM","December 8, 2023 3:31 PM",,
1522,Diameter of N-Ary Tree,Medium,Medium,HardToImplement,"DFS, Tree",https://leetcode.com/problems/diameter-of-n-ary-tree/description/,facebookFreq,"December 8, 2023 3:45 PM","December 8, 2023 3:44 PM",,
1344,Angle Between Hands of a Clock,Medium,Low,,Math,https://leetcode.com/problems/angle-between-hands-of-a-clock/description/,facebookFreq,"December 8, 2023 3:54 PM","December 8, 2023 3:54 PM",,
958,Check Completeness of a Binary Tree,Medium,High,"More Solution, No Idea At First","BFS, DFS, Tree",https://leetcode.com/problems/check-completeness-of-a-binary-tree/description/,facebookFreq,"December 8, 2023 5:40 PM","December 8, 2023 5:40 PM",,
424,Longest Repeating Character Replacement,Medium,Medium,No Idea At First,"2pt_SameDir_maxWin_chkValidBfrR, Hash, string",https://leetcode.com/problems/longest-repeating-character-replacement/description/,facebookFreq,"December 8, 2023 10:16 PM","December 8, 2023 6:43 PM",,
2597,The Number of Beautiful Subsets,Medium,High,"HardToImplement, More Solution, No Idea At First, toRevisit, toSummarize","Array, BackTracking, DP",https://leetcode.com/problems/the-number-of-beautiful-subsets/description/,facebookFreq,"December 8, 2023 10:40 PM","December 8, 2023 7:08 PM",,
545,Boundary of Binary Tree,Medium,Medium,,"DFS, Tree",https://leetcode.com/problems/boundary-of-binary-tree/description/,facebookFreq,"December 8, 2023 11:31 PM","December 8, 2023 11:29 PM",,
310,Minimum Height Trees,Medium,High,"No Idea At First, toSummarize","Graph, TopSorting, Tree",https://leetcode.com/problems/minimum-height-trees/description/,facebookFreq,"December 9, 2023 11:44 PM","December 9, 2023 11:43 PM",,
223,Rectangle Area,Medium,Low,,"Geometry, Math",https://leetcode.com/problems/rectangle-area/description/,facebookFreq,"December 10, 2023 12:04 AM","December 10, 2023 12:04 AM",,
529,Minesweeper,Medium,Low,,"BFS, DFS, Matrix",https://leetcode.com/problems/minesweeper/description/,facebookFreq,"December 10, 2023 5:15 PM","December 10, 2023 5:14 PM",,
2235,Add Two Integers,Easy,Pass,,Math,https://leetcode.com/problems/add-two-integers/description/,microsoftFreq,"December 10, 2023 9:05 PM","December 10, 2023 9:04 PM",,
1189,Maximum Number of Balloons,Easy,Pass,,"Counting, Hash, string",https://leetcode.com/problems/maximum-number-of-balloons/description/,microsoftFreq,"December 10, 2023 9:11 PM","December 10, 2023 9:10 PM",,
697,Degree of an Array,Easy,Low,,"Array, Hash",https://leetcode.com/problems/degree-of-an-array/description/,walmartFreq,"December 11, 2023 9:25 PM","December 11, 2023 9:25 PM",,
716,Max Stack,Hard,Medium,HardToImplement,"Design, LinkedList, OrderMap, stack",https://leetcode.com/problems/max-stack/,walmartFreq,"December 11, 2023 11:03 PM","December 11, 2023 11:01 PM",,
2472,Maximum Number of Non-overlapping Palindrome Substrings,Hard,High,"Dig More, HardToImplement, More Solution, No Idea At First","DP, string",https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/description/,walmartFreq,"December 13, 2023 1:18 AM","December 13, 2023 12:38 AM",,
1260,Shift 2D Grid,Easy,Low,,"Math, Matrix",https://leetcode.com/problems/shift-2d-grid/description/,microsoftFreq,"December 13, 2023 1:45 AM","December 13, 2023 1:37 AM",,
1971,Find if Path Exists in Graph,Medium,Low,More Solution,"BFS, DFS, Graph, Union Find",https://leetcode.com/problems/find-if-path-exists-in-graph/description/,microsoftFreq,"December 13, 2023 1:45 AM","December 13, 2023 1:45 AM",,
2236,Root Equals Sum of Children,Easy,Pass,,Tree,https://leetcode.com/problems/root-equals-sum-of-children/description/,microsoftFreq,"December 13, 2023 1:47 AM","December 13, 2023 1:47 AM",,
974,Subarray Sums Divisible by K,Medium,Low,,"Array, Hash, Prefix",https://leetcode.com/problems/subarray-sums-divisible-by-k/submissions/1118757245/,microsoftFreq,"December 13, 2023 2:29 AM","December 13, 2023 2:28 AM",,
402,Remove K Digits,Medium,High,"No Idea At First, toSummarize","Greedy, monotonic, stack, string",https://leetcode.com/problems/remove-k-digits/description/,microsoftFreq,"December 13, 2023 11:52 PM","December 13, 2023 11:51 PM",,
456,132 Pattern,Medium,High,"Dig More, No Idea At First, toSummarize","Array, BS_todo, OrderSet, SegmentTree_todo, monotonic, stack",https://leetcode.com/problems/132-pattern/description/,microsoftFreq,"December 14, 2023 3:44 PM","December 14, 2023 1:55 AM",,Find Building Where Alice and Bob Can Meet (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20Building%20Where%20Alice%20and%20Bob%20Can%20Meet%20541c5473515546d8adc8aa52d8893d9f.csv)
473,Matchsticks to Square,Medium,High,"More Solution, No Idea At First, toSummarize","Array, BackTracking, Bit Manipulation, BitMask, DP",https://leetcode.com/problems/matchsticks-to-square/description/,microsoftFreq,"December 14, 2023 10:24 PM","December 14, 2023 7:47 PM",,
1405,Longest Happy String,Medium,High,"More Solution, No Idea At First, toRevisit","Greedy, PQ, recursion, string",https://leetcode.com/problems/longest-happy-string/description/,microsoftFreq,"December 14, 2023 10:36 PM","December 14, 2023 9:58 PM",,
2384,Largest Palindromic Number,Medium,Low,,"Greedy, Hash, string",https://leetcode.com/problems/largest-palindromic-number/description/,microsoftFreq,"December 15, 2023 10:34 PM","December 15, 2023 10:34 PM",0,
2850,Minimum Moves to Spread Stones Over Grid,Medium,High,"More Solution, No Idea At First","BFS, BackTracking, DFS, DP, Matrix, recursion",https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid/description/,microsoftFreq,"December 15, 2023 11:15 PM","December 15, 2023 11:01 PM",,
